click_id,ip,app,device,os,channel,click_time
1842,26367,15,1,16,315,2017-11-10 04:00:02
1843,75489,3,1,13,417,2017-11-10 04:00:02
1844,17149,12,1,35,340,2017-11-10 04:00:02
1845,114957,1,1,17,153,2017-11-10 04:00:02
1846,93291,2,1,10,219,2017-11-10 04:00:02
1847,44067,3,1,19,205,2017-11-10 04:00:02
1848,75489,9,1,13,442,2017-11-10 04:00:02
1849,115588,3,1,9,173,2017-11-10 04:00:02
1850,55745,2,2,40,236,2017-11-10 04:00:02
1853,91611,232,3,33,347,2017-11-10 04:00:02
1852,38219,9,1,15,107,2017-11-10 04:00:02
1851,99754,3,1,20,424,2017-11-10 04:00:02
1854,72105,12,1,13,178,2017-11-10 04:00:02
1855,78105,27,1,2,153,2017-11-10 04:00:02
1856,8571,1,1,13,150,2017-11-10 04:00:02
1857,17149,9,1,35,127,2017-11-10 04:00:02
1858,124746,23,1,26,153,2017-11-10 04:00:02
1859,77508,3,1,18,442,2017-11-10 04:00:02
1860,33692,11,1,19,487,2017-11-10 04:00:02
1864,5178,9,1,8,134,2017-11-10 04:00:02
1863,25810,12,1,13,328,2017-11-10 04:00:02
1861,9336,9,2,11,215,2017-11-10 04:00:02
1862,27868,18,1,19,439,2017-11-10 04:00:02
1865,63993,12,1,13,140,2017-11-10 04:00:02
1866,5834,2,1,13,477,2017-11-10 04:00:02
1867,98971,11,1,30,487,2017-11-10 04:00:02
1868,112302,28,1,19,135,2017-11-10 04:00:02
1869,114957,9,1,17,448,2017-11-10 04:00:02
1870,20672,33,3,33,347,2017-11-10 04:00:02
1871,17321,3,1,13,137,2017-11-10 04:00:02
1872,7699,12,1,198,328,2017-11-10 04:00:02
1873,27970,2,1,22,219,2017-11-10 04:00:02
1874,78963,12,1,19,178,2017-11-10 04:00:02
1875,107390,12,1,12,178,2017-11-10 04:00:02
1876,123955,9,1,27,134,2017-11-10 04:00:02
1877,46193,12,1,27,140,2017-11-10 04:00:02
1878,123100,9,1,18,466,2017-11-10 04:00:02
1880,34607,23,1,10,153,2017-11-10 04:00:02
1879,5147,12,1,12,424,2017-11-10 04:00:02
1881,106955,14,1,9,349,2017-11-10 04:00:02
1882,95766,26,1,3,477,2017-11-10 04:00:02
1883,43537,18,1,22,121,2017-11-10 04:00:02
1884,1673,2,1,23,236,2017-11-10 04:00:02
1885,121278,2,1,19,212,2017-11-10 04:00:02
1886,81282,11,1,13,481,2017-11-10 04:00:02
1888,42074,14,1,16,379,2017-11-10 04:00:02
1887,11492,18,1,19,439,2017-11-10 04:00:02
1889,55745,12,2,40,340,2017-11-10 04:00:02
1890,64320,6,1,13,125,2017-11-10 04:00:02
1891,63993,9,1,13,258,2017-11-10 04:00:02
1892,50164,12,1,4,409,2017-11-10 04:00:02
1893,125217,23,1,19,153,2017-11-10 04:00:02
1894,14874,18,1,13,107,2017-11-10 04:00:02
1895,123974,15,1,12,315,2017-11-10 04:00:02
1896,62092,12,1,13,205,2017-11-10 04:00:02
1897,37215,2,1,18,469,2017-11-10 04:00:02
1898,17623,3,1,17,442,2017-11-10 04:00:02
1899,74497,18,1,20,107,2017-11-10 04:00:02
1900,53871,9,1,13,466,2017-11-10 04:00:02
1901,85375,15,1,19,386,2017-11-10 04:00:02
1902,75489,25,1,13,259,2017-11-10 04:00:02
1903,94468,18,1,17,107,2017-11-10 04:00:02
1904,106241,9,1,8,127,2017-11-10 04:00:02
1905,53453,23,1,18,153,2017-11-10 04:00:02
1906,37255,15,1,15,3,2017-11-10 04:00:02
1907,51086,27,1,13,153,2017-11-10 04:00:02
1908,65143,9,1,19,334,2017-11-10 04:00:02
1909,84998,18,1,19,107,2017-11-10 04:00:02
1910,104386,2,1,19,469,2017-11-10 04:00:02
1911,119447,15,1,19,315,2017-11-10 04:00:02
1912,96705,12,1,18,265,2017-11-10 04:00:02
1913,27097,15,1,19,265,2017-11-10 04:00:02
1914,76736,2,1,13,435,2017-11-10 04:00:02
1917,100174,3,1,39,489,2017-11-10 04:00:02
1915,74663,3,1,13,137,2017-11-10 04:00:02
1916,14816,2,1,28,452,2017-11-10 04:00:02
1918,42138,9,1,30,127,2017-11-10 04:00:02
1919,118702,2,1,15,469,2017-11-10 04:00:02
1920,110030,18,1,31,439,2017-11-10 04:00:02
1921,107390,8,1,12,145,2017-11-10 04:00:02
1922,112112,18,1,13,439,2017-11-10 04:00:02
1923,48282,12,1,13,409,2017-11-10 04:00:02
1924,26995,9,1,47,107,2017-11-10 04:00:02
1925,25145,6,1,23,125,2017-11-10 04:00:02
1926,28963,9,1,19,466,2017-11-10 04:00:02
1927,114957,21,1,17,232,2017-11-10 04:00:02
1928,105025,23,1,8,153,2017-11-10 04:00:02
1929,5147,18,1,20,107,2017-11-10 04:00:02
1930,8071,9,1,19,445,2017-11-10 04:00:02
1931,19088,15,1,22,430,2017-11-10 04:00:02
1932,22547,2,1,19,122,2017-11-10 04:00:02
1934,89266,18,1,18,121,2017-11-10 04:00:02
1933,101863,9,2,47,466,2017-11-10 04:00:02
1935,103311,8,1,13,145,2017-11-10 04:00:02
1936,32286,3,1,13,115,2017-11-10 04:00:02
1937,5348,9,1,19,448,2017-11-10 04:00:02
1938,52656,21,1,17,232,2017-11-10 04:00:02
1939,84445,21,1,11,232,2017-11-10 04:00:02
1940,115470,12,1,19,19,2017-11-10 04:00:02
1942,49289,13,1,10,477,2017-11-10 04:00:02
1941,71180,23,1,13,153,2017-11-10 04:00:02
1943,76472,3,1,35,409,2017-11-10 04:00:02
1944,17703,15,1,22,315,2017-11-10 04:00:02
1945,1673,12,1,23,340,2017-11-10 04:00:02
1946,71753,15,1,13,386,2017-11-10 04:00:02
1947,114314,12,2,13,265,2017-11-10 04:00:02
1948,63993,1,1,13,153,2017-11-10 04:00:02
1949,76085,1,1,22,153,2017-11-10 04:00:02
1952,34619,1,1,13,377,2017-11-10 04:00:02
1950,53864,15,1,19,278,2017-11-10 04:00:02
1951,94104,18,1,19,439,2017-11-10 04:00:02
1953,25573,8,1,10,145,2017-11-10 04:00:02
1954,118320,18,1,19,107,2017-11-10 04:00:02
1955,5147,3,1,14,211,2017-11-10 04:00:02
1956,121278,12,1,19,328,2017-11-10 04:00:02
1957,87879,18,1,13,107,2017-11-10 04:00:02
1958,68535,18,1,13,121,2017-11-10 04:00:02
1959,2528,25,1,41,259,2017-11-10 04:00:02
1960,47581,12,1,27,19,2017-11-10 04:00:02
1961,25041,22,1,13,116,2017-11-10 04:00:02
1962,5543,12,1,22,481,2017-11-10 04:00:02
1963,119848,14,1,27,439,2017-11-10 04:00:02
1964,2281,8,1,19,145,2017-11-10 04:00:02
1965,103311,12,1,13,178,2017-11-10 04:00:02
1966,70464,14,1,19,480,2017-11-10 04:00:02
1968,118125,26,1,22,477,2017-11-10 04:00:02
1967,43295,27,1,8,122,2017-11-10 04:00:02
1969,2982,2,1,6,477,2017-11-10 04:00:02
1970,2602,9,2,37,215,2017-11-10 04:00:02
1971,46688,9,1,18,145,2017-11-10 04:00:02
1972,29695,1,1,13,452,2017-11-10 04:00:02
1973,97327,14,1,35,480,2017-11-10 04:00:02
1974,49138,14,1,19,379,2017-11-10 04:00:02
1975,54009,3,1,20,409,2017-11-10 04:00:02
1976,64055,3,1,17,466,2017-11-10 04:00:02
1977,13887,14,1,13,463,2017-11-10 04:00:02
1978,40931,9,1,13,127,2017-11-10 04:00:02
1979,46729,2,1,6,205,2017-11-10 04:00:02
1980,73487,9,1,35,234,2017-11-10 04:00:02
1981,53454,83,0,24,171,2017-11-10 04:00:02
1982,96757,9,1,10,466,2017-11-10 04:00:02
1985,41181,3,1,17,211,2017-11-10 04:00:02
1983,121440,3,1,20,489,2017-11-10 04:00:02
1984,52810,14,1,10,349,2017-11-10 04:00:02
1986,112302,18,1,18,134,2017-11-10 04:00:02
1987,75489,25,1,13,259,2017-11-10 04:00:02
1988,46575,9,1,13,232,2017-11-10 04:00:02
1989,18204,9,1,19,466,2017-11-10 04:00:02
1990,2732,12,1,13,178,2017-11-10 04:00:02
1991,11021,18,1,1,134,2017-11-10 04:00:02
1992,32252,2,1,13,219,2017-11-10 04:00:02
1993,80029,1,1,13,135,2017-11-10 04:00:02
1994,66089,12,1,28,481,2017-11-10 04:00:02
1995,47381,9,1,13,234,2017-11-10 04:00:02
1997,23626,11,1,22,319,2017-11-10 04:00:02
1996,121475,8,2,14,145,2017-11-10 04:00:02
1998,50064,11,1,35,319,2017-11-10 04:00:02
2000,106223,32,1,13,376,2017-11-10 04:00:02
1999,41923,2,1,19,469,2017-11-10 04:00:02
2001,114957,12,1,17,140,2017-11-10 04:00:02
2003,84453,23,1,25,153,2017-11-10 04:00:02
2002,119286,9,1,13,107,2017-11-10 04:00:02
2004,57202,1,1,19,134,2017-11-10 04:00:02
2005,63993,21,1,13,232,2017-11-10 04:00:02
2006,25321,14,1,13,439,2017-11-10 04:00:02
2007,52656,12,1,17,140,2017-11-10 04:00:02
2008,62560,6,1,17,459,2017-11-10 04:00:02
2009,57006,9,1,17,107,2017-11-10 04:00:02
2010,86436,29,1,19,282,2017-11-10 04:00:02
2011,68954,15,1,6,315,2017-11-10 04:00:02
2012,14430,28,1,19,135,2017-11-10 04:00:02
2015,69395,13,2,19,469,2017-11-10 04:00:02
2014,41229,18,1,18,107,2017-11-10 04:00:02
2013,98534,3,1,19,211,2017-11-10 04:00:02
2016,123861,29,1,17,343,2017-11-10 04:00:02
2017,68535,32,1,13,376,2017-11-10 04:00:02
2018,6224,12,2,19,265,2017-11-10 04:00:02
2019,96147,12,1,20,212,2017-11-10 04:00:02
2020,16408,22,1,13,116,2017-11-10 04:00:02
2021,8391,22,1,19,116,2017-11-10 04:00:02
2023,33361,23,1,22,153,2017-11-10 04:00:02
2022,63391,12,1,26,328,2017-11-10 04:00:02
2024,70568,2,1,19,435,2017-11-10 04:00:02
2025,84414,3,1,13,442,2017-11-10 04:00:02
2026,116426,23,1,31,153,2017-11-10 04:00:02
2027,23322,15,1,13,111,2017-11-10 04:00:02
2028,33629,3,1,3,409,2017-11-10 04:00:02
2029,53454,12,1,22,265,2017-11-10 04:00:02
2030,109070,3,1,19,137,2017-11-10 04:00:02
2031,64515,23,1,13,153,2017-11-10 04:00:02
2032,23061,12,1,13,265,2017-11-10 04:00:02
2033,39802,2,1,19,205,2017-11-10 04:00:02
2034,11089,21,1,13,232,2017-11-10 04:00:02
2035,11089,9,1,13,442,2017-11-10 04:00:02
2036,124011,3,1,13,205,2017-11-10 04:00:02
2037,114957,13,1,17,400,2017-11-10 04:00:02
2038,6375,2,1,3,212,2017-11-10 04:00:02
2040,98912,18,1,19,376,2017-11-10 04:00:02
2039,33746,52,1,17,18,2017-11-10 04:00:02
2041,107782,18,1,37,107,2017-11-10 04:00:02
2042,63391,2,1,26,212,2017-11-10 04:00:02
2043,23567,18,1,12,107,2017-11-10 04:00:02
2044,38143,1,1,35,17,2017-11-10 04:00:02
2045,58951,1,1,18,153,2017-11-10 04:00:02
2046,38217,18,1,20,107,2017-11-10 04:00:02
2047,10985,18,1,8,107,2017-11-10 04:00:02
2048,110977,3,1,19,489,2017-11-10 04:00:02
2049,23540,23,1,19,153,2017-11-10 04:00:02
2050,24031,9,1,37,107,2017-11-10 04:00:02
2051,105416,3,1,19,173,2017-11-10 04:00:02
2052,1433,9,1,6,489,2017-11-10 04:00:02
2053,12531,1,1,13,349,2017-11-10 04:00:02
2054,89266,3,1,18,137,2017-11-10 04:00:02
2055,70824,9,2,25,466,2017-11-10 04:00:02
2056,6375,12,1,3,328,2017-11-10 04:00:02
2057,5348,12,1,19,140,2017-11-10 04:00:02
2058,38211,21,1,19,232,2017-11-10 04:00:02
2059,120384,9,1,17,107,2017-11-10 04:00:02
2060,37363,12,1,18,124,2017-11-10 04:00:02
2061,47381,12,1,13,259,2017-11-10 04:00:02
2062,58951,12,1,18,140,2017-11-10 04:00:03
2063,9692,13,1,13,477,2017-11-10 04:00:03
2064,35584,3,1,49,115,2017-11-10 04:00:03
2065,8282,9,1,18,127,2017-11-10 04:00:03
2066,108858,2,1,13,452,2017-11-10 04:00:03
2067,84429,18,1,6,107,2017-11-10 04:00:03
2068,70600,15,2,74,3,2017-11-10 04:00:03
2069,1720,12,1,20,178,2017-11-10 04:00:03
2070,119723,3,1,9,409,2017-11-10 04:00:03
2071,57685,9,1,12,127,2017-11-10 04:00:03
2072,94070,20,1,19,478,2017-11-10 04:00:03
2073,2609,11,1,18,122,2017-11-10 04:00:03
2074,67658,13,1,10,477,2017-11-10 04:00:03
2076,65606,13,1,18,477,2017-11-10 04:00:03
2075,68279,15,1,18,412,2017-11-10 04:00:03
2077,87379,11,1,20,219,2017-11-10 04:00:03
2078,119447,14,1,19,489,2017-11-10 04:00:03
2079,105416,14,1,19,349,2017-11-10 04:00:03
2080,10595,9,1,19,127,2017-11-10 04:00:03
2081,48240,18,1,42,107,2017-11-10 04:00:03
2082,20385,9,1,6,107,2017-11-10 04:00:03
2083,31372,18,1,20,379,2017-11-10 04:00:03
2084,23451,18,1,30,107,2017-11-10 04:00:03
2085,67708,13,1,47,477,2017-11-10 04:00:03
2086,56450,9,1,10,466,2017-11-10 04:00:03
2087,39443,36,1,22,373,2017-11-10 04:00:03
2088,28683,12,1,13,178,2017-11-10 04:00:03
2089,123896,15,1,13,386,2017-11-10 04:00:03
2090,66633,20,1,47,478,2017-11-10 04:00:03
2091,35685,2,1,19,237,2017-11-10 04:00:03
2092,88680,3,1,22,452,2017-11-10 04:00:03
2093,100393,18,1,37,107,2017-11-10 04:00:03
2094,46688,18,1,18,453,2017-11-10 04:00:03
2095,43928,3,1,13,173,2017-11-10 04:00:03
2096,103311,8,1,13,145,2017-11-10 04:00:03
2097,63276,2,1,17,435,2017-11-10 04:00:03
2098,14223,2,1,13,452,2017-11-10 04:00:03
2099,44366,9,1,13,244,2017-11-10 04:00:03
2100,77243,15,1,8,111,2017-11-10 04:00:03
2101,69583,19,0,24,213,2017-11-10 04:00:03
2102,95098,8,1,19,145,2017-11-10 04:00:03
2103,83764,6,1,18,459,2017-11-10 04:00:03
2104,13033,9,1,19,334,2017-11-10 04:00:03
2105,73189,14,1,19,379,2017-11-10 04:00:03
2106,102825,32,1,23,376,2017-11-10 04:00:03
2107,122462,2,1,3,452,2017-11-10 04:00:03
2108,73516,12,1,35,259,2017-11-10 04:00:03
2109,113652,8,1,3,145,2017-11-10 04:00:03
2110,95159,12,1,14,265,2017-11-10 04:00:03
2111,18383,18,1,13,134,2017-11-10 04:00:03
2112,73179,23,1,15,153,2017-11-10 04:00:03
2113,59384,18,1,19,121,2017-11-10 04:00:03
2114,41181,9,1,17,127,2017-11-10 04:00:03
2115,23437,12,1,19,178,2017-11-10 04:00:03
2116,63117,11,1,19,487,2017-11-10 04:00:03
2117,7098,9,1,13,466,2017-11-10 04:00:03
2118,12790,18,1,19,121,2017-11-10 04:00:03
2119,55698,9,1,13,107,2017-11-10 04:00:03
2120,14261,24,1,13,105,2017-11-10 04:00:03
2121,111008,2,1,27,452,2017-11-10 04:00:03
2122,68771,18,1,19,121,2017-11-10 04:00:03
2123,114064,9,1,42,215,2017-11-10 04:00:03
2124,27056,18,1,1,107,2017-11-10 04:00:03
2125,22135,9,1,19,107,2017-11-10 04:00:03
2126,38504,12,1,17,265,2017-11-10 04:00:03
2128,80835,12,1,9,424,2017-11-10 04:00:03
2127,82002,14,1,17,480,2017-11-10 04:00:03
2129,33479,9,2,9,134,2017-11-10 04:00:03
2130,14365,2,1,14,435,2017-11-10 04:00:03
2131,24860,2,1,25,219,2017-11-10 04:00:03
2132,118440,15,1,19,265,2017-11-10 04:00:03
2133,50526,11,1,13,122,2017-11-10 04:00:03
2136,109211,1,1,22,178,2017-11-10 04:00:03
2134,4304,2,1,17,219,2017-11-10 04:00:03
2135,109231,15,1,19,379,2017-11-10 04:00:03
2137,122309,14,1,19,442,2017-11-10 04:00:03
2138,88021,15,1,13,111,2017-11-10 04:00:03
2139,100335,19,0,24,213,2017-11-10 04:00:03
2140,69995,13,1,19,477,2017-11-10 04:00:03
2141,24860,2,1,25,435,2017-11-10 04:00:03
2143,58535,15,1,19,278,2017-11-10 04:00:03
2142,8282,2,1,18,236,2017-11-10 04:00:03
2145,4930,26,1,16,121,2017-11-10 04:00:03
2146,109211,9,1,22,215,2017-11-10 04:00:03
2144,58951,21,1,18,232,2017-11-10 04:00:03
2147,50906,12,1,19,481,2017-11-10 04:00:03
2148,123378,12,1,3,265,2017-11-10 04:00:03
2149,7371,18,1,13,134,2017-11-10 04:00:03
2150,24707,3,1,27,424,2017-11-10 04:00:03
2151,36194,11,1,39,319,2017-11-10 04:00:03
2152,27983,12,1,17,265,2017-11-10 04:00:03
2153,74018,3,1,13,137,2017-11-10 04:00:03
2154,8282,12,1,18,340,2017-11-10 04:00:03
2155,49464,12,1,19,340,2017-11-10 04:00:03
2156,32432,1,1,25,134,2017-11-10 04:00:03
2158,31237,15,1,35,480,2017-11-10 04:00:03
2157,21673,15,1,32,153,2017-11-10 04:00:03
2159,41181,12,1,17,340,2017-11-10 04:00:03
2160,123378,8,1,3,145,2017-11-10 04:00:03
2161,49464,9,1,19,127,2017-11-10 04:00:03
2162,13459,9,1,19,107,2017-11-10 04:00:03
2163,93780,18,1,15,376,2017-11-10 04:00:03
2164,84902,15,1,13,265,2017-11-10 04:00:03
2165,41181,2,1,17,236,2017-11-10 04:00:03
2167,15884,3,1,28,137,2017-11-10 04:00:03
2166,49464,2,1,19,236,2017-11-10 04:00:03
2168,69823,27,1,14,153,2017-11-10 04:00:03
2169,112049,9,1,19,466,2017-11-10 04:00:03
2170,69823,28,1,14,135,2017-11-10 04:00:03
2171,39670,12,1,10,328,2017-11-10 04:00:03
2172,34669,12,1,13,242,2017-11-10 04:00:03
2173,83973,3,1,13,409,2017-11-10 04:00:03
2174,62595,12,1,19,178,2017-11-10 04:00:03
2175,101818,11,1,44,137,2017-11-10 04:00:03
2177,83764,12,1,18,265,2017-11-10 04:00:03
2176,66699,21,1,15,128,2017-11-10 04:00:03
2178,90339,18,1,18,107,2017-11-10 04:00:03
2179,100275,2,1,19,219,2017-11-10 04:00:03
2180,79692,9,1,32,107,2017-11-10 04:00:03
2181,3332,12,1,22,328,2017-11-10 04:00:03
2182,11568,9,1,19,442,2017-11-10 04:00:03
2183,20756,12,1,49,259,2017-11-10 04:00:03
2185,38211,9,1,19,232,2017-11-10 04:00:03
2184,45236,3,1,13,442,2017-11-10 04:00:03
2186,10595,9,1,19,127,2017-11-10 04:00:03
2187,43555,2,1,14,122,2017-11-10 04:00:03
2188,124495,9,1,14,442,2017-11-10 04:00:03
2189,124294,18,1,25,134,2017-11-10 04:00:03
2190,89486,1,1,19,17,2017-11-10 04:00:03
2191,23437,8,1,19,145,2017-11-10 04:00:03
2192,72467,9,1,13,127,2017-11-10 04:00:03
2193,89625,3,1,13,379,2017-11-10 04:00:03
2194,5348,3,1,37,489,2017-11-10 04:00:03
2195,65710,9,1,25,134,2017-11-10 04:00:03
2196,109567,3,1,30,173,2017-11-10 04:00:03
2197,30207,12,1,20,178,2017-11-10 04:00:03
2198,32558,3,1,14,130,2017-11-10 04:00:03
2199,76914,3,1,19,409,2017-11-10 04:00:03
2200,14299,14,1,25,489,2017-11-10 04:00:03
2202,97744,2,1,19,237,2017-11-10 04:00:03
2201,43928,2,1,13,469,2017-11-10 04:00:03
2203,15727,12,1,13,265,2017-11-10 04:00:03
2204,4448,3,1,19,130,2017-11-10 04:00:03
2205,105674,9,1,13,232,2017-11-10 04:00:03
2206,47611,15,1,15,278,2017-11-10 04:00:03
2207,125322,9,1,25,334,2017-11-10 04:00:03
2208,84901,3,2,13,137,2017-11-10 04:00:03
2209,30587,12,2,9,178,2017-11-10 04:00:03
2210,70824,9,2,25,134,2017-11-10 04:00:03
2211,63558,21,1,1,128,2017-11-10 04:00:03
2212,55730,12,1,13,265,2017-11-10 04:00:03
2213,31158,2,1,19,236,2017-11-10 04:00:03
2214,68387,15,1,13,278,2017-11-10 04:00:03
2215,125322,26,1,19,477,2017-11-10 04:00:03
2217,17130,9,1,26,127,2017-11-10 04:00:03
2218,92616,27,1,14,153,2017-11-10 04:00:03
2216,23006,3,1,13,137,2017-11-10 04:00:03
2219,110797,8,1,13,145,2017-11-10 04:00:03
2220,104454,9,1,13,127,2017-11-10 04:00:03
2221,36636,19,0,29,333,2017-11-10 04:00:03
2222,56745,14,1,19,463,2017-11-10 04:00:03
2223,48058,12,1,18,481,2017-11-10 04:00:03
2224,93987,18,1,19,134,2017-11-10 04:00:03
2225,37277,9,1,19,244,2017-11-10 04:00:03
2226,15221,21,1,25,232,2017-11-10 04:00:03
2227,20511,12,1,13,497,2017-11-10 04:00:03
2229,59365,58,1,23,120,2017-11-10 04:00:03
2228,27521,3,1,19,211,2017-11-10 04:00:03
2230,79066,8,1,19,145,2017-11-10 04:00:03
2231,105603,2,1,13,205,2017-11-10 04:00:03
2232,48729,11,1,18,469,2017-11-10 04:00:03
2233,36300,3,1,25,442,2017-11-10 04:00:03
2234,57343,18,2,13,107,2017-11-10 04:00:03
2235,74823,9,1,19,442,2017-11-10 04:00:03
2236,115588,2,1,9,452,2017-11-10 04:00:03
2237,92735,12,1,10,105,2017-11-10 04:00:03
2238,112715,23,1,19,153,2017-11-10 04:00:03
2239,42334,12,1,3,105,2017-11-10 04:00:03
2240,123896,14,1,13,442,2017-11-10 04:00:03
2241,108881,8,1,19,145,2017-11-10 04:00:03
2242,26995,9,1,36,107,2017-11-10 04:00:03
2243,112243,20,1,19,478,2017-11-10 04:00:03
2244,94128,3,1,8,466,2017-11-10 04:00:03
2245,81013,3,1,26,115,2017-11-10 04:00:03
2247,26436,3,1,6,489,2017-11-10 04:00:03
2246,31382,15,1,37,278,2017-11-10 04:00:03
2248,84494,18,1,3,107,2017-11-10 04:00:03
2249,76050,18,1,19,121,2017-11-10 04:00:03
2250,5740,11,1,17,122,2017-11-10 04:00:03
2251,1673,9,1,23,127,2017-11-10 04:00:03
2252,48170,11,1,19,122,2017-11-10 04:00:03
2253,117526,14,1,32,442,2017-11-10 04:00:03
2254,52362,3,1,30,480,2017-11-10 04:00:03
2255,53770,15,1,14,153,2017-11-10 04:00:03
2256,92936,15,1,13,386,2017-11-10 04:00:03
2257,35357,1,1,13,135,2017-11-10 04:00:03
2258,5632,18,1,18,107,2017-11-10 04:00:03
2259,85577,12,1,13,265,2017-11-10 04:00:03
2260,36683,6,1,13,459,2017-11-10 04:00:03
2261,115297,15,1,20,111,2017-11-10 04:00:03
2262,42074,2,1,16,219,2017-11-10 04:00:03
2263,63760,13,1,22,477,2017-11-10 04:00:03
2264,74924,2,2,60,237,2017-11-10 04:00:03
2266,71753,14,1,13,379,2017-11-10 04:00:03
2265,39860,12,2,19,265,2017-11-10 04:00:03
2267,68249,15,1,13,3,2017-11-10 04:00:03
2268,23322,11,1,13,487,2017-11-10 04:00:03
2269,93207,9,1,22,488,2017-11-10 04:00:03
2270,65861,12,1,19,328,2017-11-10 04:00:03
2271,97329,8,1,25,145,2017-11-10 04:00:03
2272,107179,15,1,9,386,2017-11-10 04:00:03
2273,21654,12,1,19,242,2017-11-10 04:00:03
2275,70248,11,1,16,487,2017-11-10 04:00:03
2274,108888,6,1,16,459,2017-11-10 04:00:03
2276,74866,11,1,16,219,2017-11-10 04:00:03
2277,69190,18,1,17,439,2017-11-10 04:00:03
2278,95820,23,1,19,153,2017-11-10 04:00:03
2279,66170,26,1,53,121,2017-11-10 04:00:03
2280,36434,29,1,17,213,2017-11-10 04:00:03
2281,31580,2,1,18,212,2017-11-10 04:00:03
2282,81201,3,1,2,480,2017-11-10 04:00:03
2283,78857,9,1,19,334,2017-11-10 04:00:03
2284,10434,18,1,19,439,2017-11-10 04:00:03
2285,5348,12,2,13,178,2017-11-10 04:00:03
2286,76867,18,1,19,439,2017-11-10 04:00:03
2287,107775,27,1,9,153,2017-11-10 04:00:03
2288,43250,11,1,10,487,2017-11-10 04:00:03
2289,80121,13,1,13,477,2017-11-10 04:00:03
2290,37177,9,1,8,488,2017-11-10 04:00:03
2291,30131,9,1,25,466,2017-11-10 04:00:03
2292,43841,12,1,19,328,2017-11-10 04:00:03
2293,34216,18,1,19,134,2017-11-10 04:00:03
2294,73487,22,1,25,116,2017-11-10 04:00:03
2295,28739,3,1,13,466,2017-11-10 04:00:03
2296,24031,2,1,37,477,2017-11-10 04:00:03
2297,100127,18,1,13,107,2017-11-10 04:00:03
2298,9517,12,1,9,481,2017-11-10 04:00:03
2299,50420,2,1,41,401,2017-11-10 04:00:03
2300,23219,18,1,12,107,2017-11-10 04:00:03
2301,114276,2,1,19,477,2017-11-10 04:00:03
2302,39728,12,1,13,409,2017-11-10 04:00:03
2303,93972,3,1,19,205,2017-11-10 04:00:03
2304,84749,9,1,1,466,2017-11-10 04:00:03
2305,5314,12,1,13,19,2017-11-10 04:00:03
2306,64131,2,1,10,236,2017-11-10 04:00:03
2307,72105,12,1,13,178,2017-11-10 04:00:03
2308,54444,20,1,19,478,2017-11-10 04:00:03
2310,116827,12,1,19,205,2017-11-10 04:00:03
2309,40337,2,1,13,219,2017-11-10 04:00:03
2311,102733,12,1,19,259,2017-11-10 04:00:03
2312,22547,14,1,19,489,2017-11-10 04:00:03
2313,35080,18,1,13,439,2017-11-10 04:00:03
2314,95098,8,1,19,145,2017-11-10 04:00:03
2315,50069,8,1,25,145,2017-11-10 04:00:03
2316,43210,3,1,14,379,2017-11-10 04:00:03
2317,123029,9,1,10,215,2017-11-10 04:00:03
2318,24985,12,1,19,328,2017-11-10 04:00:03
2319,100212,12,1,25,259,2017-11-10 04:00:03
2320,109394,9,1,19,232,2017-11-10 04:00:03
2321,32432,8,1,25,145,2017-11-10 04:00:03
2322,55318,1,1,13,153,2017-11-10 04:00:03
2323,72105,8,1,13,145,2017-11-10 04:00:03
2324,80036,3,1,46,19,2017-11-10 04:00:03
2325,14063,23,1,13,153,2017-11-10 04:00:03
2327,103877,18,1,25,134,2017-11-10 04:00:03
2326,74924,12,2,60,259,2017-11-10 04:00:03
2328,13229,12,1,18,265,2017-11-10 04:00:03
2329,1228,2,1,18,401,2017-11-10 04:00:03
2330,40725,3,2,65,480,2017-11-10 04:00:03
2331,5348,6,1,19,459,2017-11-10 04:00:03
2332,87653,12,1,37,212,2017-11-10 04:00:03
2333,76137,18,1,18,121,2017-11-10 04:00:03
2334,3947,3,1,13,452,2017-11-10 04:00:03
2335,45169,12,1,13,265,2017-11-10 04:00:03
2336,63259,3,1,13,402,2017-11-10 04:00:03
2337,74924,11,2,60,137,2017-11-10 04:00:03
2338,64516,11,1,12,469,2017-11-10 04:00:03
2339,78120,2,1,15,377,2017-11-10 04:00:03
2340,112608,12,1,47,265,2017-11-10 04:00:03
2341,119901,12,1,13,265,2017-11-10 04:00:03
2342,81013,2,1,26,258,2017-11-10 04:00:03
2343,68417,12,1,1,105,2017-11-10 04:00:03
2346,113652,12,1,3,178,2017-11-10 04:00:03
2344,2602,9,2,37,488,2017-11-10 04:00:03
2345,86291,18,1,13,107,2017-11-10 04:00:03
2347,26208,18,1,19,121,2017-11-10 04:00:03
2348,32365,8,1,35,145,2017-11-10 04:00:03
2349,71667,11,1,19,219,2017-11-10 04:00:03
2350,46516,26,1,53,266,2017-11-10 04:00:03
2351,123896,2,1,13,435,2017-11-10 04:00:03
2352,38211,9,1,19,466,2017-11-10 04:00:03
2353,53165,23,2,13,479,2017-11-10 04:00:03
2354,104386,14,1,19,439,2017-11-10 04:00:03
2355,90723,2,1,17,212,2017-11-10 04:00:03
2356,120163,1,1,8,124,2017-11-10 04:00:03
2357,93688,13,1,8,477,2017-11-10 04:00:03
2358,33768,13,1,13,477,2017-11-10 04:00:03
